114,0
93,0
31,0
43,0
79,0
120,0
136,0
136,0
122,0
127,0
93,0
47,0
146,0
35,0
74,0
21,0
110,0
134,0
127,0
136,0
45,0
88,0
1,0
47,0
5,0
108,0
13,0
111,0
77,0
75,0
49,0
6,0
78,0
113,0
47,0
110,0
116,0
76,0
64,0
145,0
45,0
129,0
24,0
83,0
124,0
38,0
133,0
13,0
145,0
13,0
100,0
114,0
30,0
47,0
148,0
13,0
134,0
63,0
57,0
32,0
149,0
90,0
42,0
35,0
111,0
8,0
50,0
53,0
88,0
16,0
83,0
68,0
62,0
68,0
148,0
128,0
25,0
76,0
60,0
110,0
142,0
127,0
52,0
39,0
140,0
58,0
61,0
5,0
7,0
85,0
100,0
68,0
142,0
129,0
100,0
114,0
44,0
77,0
123,0
32,0
62,0
94,0
63,0
56,0
19,0
128,0
88,0
149,0
137,0
5,0
66,0
127,0
7,0
118,0
99,0
47,0
123,0
65,0
86,0
31,0
113,0
92,0
36,0
154,0
136,0
17,0
122,0
139,0
36,0
45,0
74,0
142,0
66,0
49,0
5,0
90,0
25,0
46,0
119,0
3,0
81,0
17,0
64,0
7,0
55,0
145,0
28,0
109,0
21,0
140,0
20,0
117,0
151,0
84,0
21,0
114,0
122,0
77,0
75,0
62,0
90,0
146,0
27,0
42,0
29,0
148,0
20,0
122,0
35,0
86,0
123,0
82,0
28,0
103,0
0,0
32,0
140,0
104,0
40,0
119,0
142,0
131,0
23,0
83,0
71,0
7,0
80,0
144,0
26,0
18,0
142,0
118,0
82,0
127,0
151,0
108,0
89,0
21,0
109,0
69,0
19,0
57,0
87,0
22,0
69,0
41,0
120,0
52,0
30,0
54,0
29,0
66,0
71,0
71,0
84,0
8,0
34,0
25,0
68,0
54,0
8,0
70,0
101,0
1,0
85,0
27,0
88,0
120,0
30,0
18,0
100,0
78,0
125,0
101,0
123,0
137,0
105,0
24,0
144,0
89,0
47,0
7,0
31,0
145,0
107,0
41,0
60,0
140,0
131,0
142,0
19,0
88,0
146,0
45,0
35,0
127,0
144,0
33,0
56,0
130,0
1,0
9,0
68,0
42,0
28,0
43,0
117,0
144,0
40,0
10,0
116,0
70,0
37,0
141,0
16,0
77,0
22,0
30,0
25,0
143,0
51,0
100,0
4,0
128,0
9,0
110,0
14,0
29,0
21,0
76,0
57,0
23,0
41,0
64,0
101,0
150,0
134,0
41,0
69,0
116,0
101,0
97,0
75,0
72,0
65,0
80,0
49,0
101,0
81,0
120,0
57,0
101,0
3,0
77,0
139,0
9,0
81,0
30,0
83,0
62,0
2,0
54,0
133,0
54,0
88,0
45,0
17,0
123,0
62,0
84,0
104,0
77,0
43,0
108,0
14,0
88,0
42,0
84,0
94,0
46,0
30,0
30,0
77,0
79,0
36,0
114,0
124,0
61,0
23,0
63,0
6,0
114,0
112,0
24,0
118,0
7,0
137,0
149,0
88,0
9,0
30,0
101,0
18,0
46,0
136,0
150,0
47,0
124,0
37,0
125,0
125,0
5,0
59,0
96,0
15,0
91,0
122,0
145,0
7,0
147,0
4,0
13,0
116,0
127,0
8,0
134,0
142,0
13,0
45,0
57,0
57,0
77,0
110,0
84,0
142,0
39,0
71,0
144,0
98,0
88,0
72,0
128,0
19,0
5,0
21,0
142,0
8,0
98,0
0,0
122,0
130,0
22,0
126,0
9,0
122,0
47,0
29,0
47,0
130,0
142,0
45,0
94,0
11,0
123,0
45,0
122,0
23,0
12,0
96,0
38,0
3,0
69,0
154,0
102,0
73,0
145,0
34,0
70,0
13,0
36,0
100,0
25,0
45,0
56,0
85,0
97,0
122,0
85,0
47,0
136,0
69,0
33,0
134,0
115,0
123,0
56,0
0,0
80,0
46,0
122,0
136,0
123,0
37,0
151,0
35,0
47,0
149,0
23,0
61,0
30,0
133,0
48,0
37,0
94,0
33,0
2,0
47,0
6,0
18,0
24,0
110,0
1,0
33,0
123,0
133,0
126,0
63,0
3,0
142,0
29,0
48,0
17,0
145,0
16,0
139,0
76,0
59,0
142,0
143,0
58,0
109,0
53,0
122,0
23,0
154,0
97,0
30,0
4,0
123,0
89,0
142,0
140,0
15,0
11,0
113,0
151,0
85,0
129,0
35,0
111,0
122,0
53,0
64,0
44,0
45,0
74,0
138,0
108,0
31,0
66,0
102,0
44,0
139,0
36,0
63,0
67,0
139,0
30,0
6,0
66,0
126,0
123,0
123,0
4,0
148,0
81,0
13,0
119,0
115,0
48,0
123,0
40,0
110,0
23,0
70,0
135,0
46,0
80,0
142,0
34,0
59,0
83,0
17,0
23,0
143,0
50,0
4,0
74,0
31,0
128,0
74,0
97,0
2,0
30,0
97,0
123,0
33,0
63,0
4,0
8,0
46,0
35,0
23,0
64,0
133,0
100,0
75,0
150,0
124,0
123,0
21,0
107,0
68,0
76,0
76,0
128,0
72,0
121,0
62,0
59,0
71,0
59,0
129,0
1,0
122,0
51,0
4,0
105,0
37,0
126,0
59,0
64,0
54,0
23,0
9,0
25,0
57,0
141,0
47,0
16,0
35,0
120,0
33,0
129,0
8,0
6,0
94,0
50,0
82,0
140,0
53,0
9,0
128,0
57,0
123,0
72,0
121,0
87,0
2,0
1,0
57,0
123,0
128,0
77,0
123,0
87,0
28,0
137,0
129,0
121,0
115,0
29,0
102,0
21,0
43,0
6,0
79,0
53,0
75,0
63,0
1,0
123,0
46,0
29,0
116,0
127,0
121,0
64,0
76,0
64,0
54,0
28,0
18,0
97,0
70,0
122,0
151,0
120,0
105,0
57,0
142,0
109,0
14,0
53,0
64,0
17,0
122,0
53,0
72,0
114,0
119,0
142,0
123,0
123,0
38,0
149,0
148,0
105,0
127,0
143,0
142,0
7,0
35,0
46,0
79,0
148,0
88,0
8,0
137,0
124,0
38,0
77,0
32,0
14,0
6,0
71,0
120,0
25,0
53,0
9,0
62,0
100,0
106,0
59,0
152,0
127,0
54,0
7,0
46,0
125,0
26,0
30,0
23,0
118,0
46,0
11,0
32,0
142,0
142,0
144,0
37,0
20,0
95,0
65,0
118,0
47,0
115,0
125,0
123,0
102,0
9,0
117,0
128,0
111,0
71,0
93,0
134,0
50,0
122,0
98,0
154,0
88,0
93,0
47,0
29,0
66,0
43,0
13,0
141,0
4,0
123,0
142,0
115,0
128,0
83,0
40,0
98,0
113,0
116,0
151,0
51,0
96,0
7,0
116,0
33,0
133,0
2,0
91,0
0,0
143,0
37,0
100,0
25,0
25,0
29,0
120,0
46,0
100,0
63,0
139,0
73,0
32,0
114,0
57,0
123,0
86,0
122,0
87,0
55,0
25,0
36,0
105,0
1,0
142,0
69,0
74,0
54,0
92,0
151,0
123,0
18,0
71,0
58,0
136,0
89,0
134,0
21,0
29,0
37,0
23,0
49,0
80,0
81,0
137,0
106,0
129,0
100,0
8,0
8,0
8,0
87,0
123,0
68,0
80,0
5,0
74,0
28,0
145,0
0,0
33,0
16,0
46,0
76,0
68,0
111,0
66,0
99,0
110,0
127,0
30,0
30,0
142,0
101,0
26,0
112,0
142,0
47,0
12,0
45,0
93,0
123,0
33,0
31,0
152,0
43,0
69,0
142,0
21,0
60,0
31,0
15,0
3,0
63,0
69,0
127,0
6,0
133,0
67,0
128,0
6,0
111,0
110,0
1,0
90,0
149,0
11,0
8,0
142,0
127,0
0,0
127,0
120,0
35,0
127,0
6,0
123,0
28,0
131,0
86,0
26,0
0,0
71,0
72,0
73,0
17,0
75,0
107,0
125,0
31,0
20,0
101,0
136,0
90,0
126,0
111,0
79,0
61,0
109,0
37,0
69,0
74,0
142,0
142,0
99,0
32,0
115,0
85,0
142,0
64,0
75,0
107,0
45,0
11,0
93,0
35,0
74,0
70,0
144,0
110,0
118,0
93,0
151,0
73,0
21,0
81,0
15,0
150,0
79,0
30,0
17,0
129,0
88,0
15,0
69,0
64,0
16,0
28,0
83,0
130,0
69,0
39,0
48,0
123,0
108,0
97,0
87,0
105,0
113,0
72,0
148,0
119,0
126,0
26,0
119,0
40,0
80,0
49,0
14,0
30,0
60,0
95,0
61,0
35,0
72,0
111,0
39,0
